movie,sentence,score
닥터 스트레인지: 대혼돈의 멀티버스,재밌었어요~ 역시 마블,10
잭 인 더 박스,추리 x나게했는데 응 이런거있음 ~ 하고 바로 끝,10
닥터 스트레인지: 대혼돈의 멀티버스,평점보고 기대않고 갔다가..ㅎㅎ전혀 지루하지 않고..특히 샘감독 연출조음 ,10
이웃의 아내,"관객을 불편하게 하는 연출, 연기가 일품.  감독의 내 갈 길 가겠다는 것에 응원 해봅니다.",10
닥터 스트레인지: 대혼돈의 멀티버스,"역시 믿고보니 월트디즈니! 평점이생각보다낮아 큰기대안하고봤는데 뛰어난 CG와 스케일에 앞도당하고왔네욤~12세관람이라 아이들과봤는데 좀잔인한부분도있었어요참,영화가끝나도 꼭자리지키세요 쿠키영상 2개있으니깐욤:) ",10
닥터 스트레인지: 대혼돈의 멀티버스,남주여주둘다팬이여서..넘재미있게봤습니당..,10
연애 빠진 로맨스,너무재밌게봤어요오주인공들너무매력적,10
닥터 스트레인지: 대혼돈의 멀티버스,역시 기대없이 보니 진짜 재미있었네요^^,10
씨받이,굳이 길게 주고받는 대화로 부연설명을 해주려 들지 않는다. 최소한의 대사처리로 특유의 분위기와 상황을 짐작하게 한다. 젊은시절 강수연 배우의 모습을 볼 수 있음에 감사한다 . ,10
닥터 스트레인지: 대혼돈의 멀티버스,왜 7점대인지 이해안됨강력추천,10
공기살인,이건 전국민이봐야하고 대통령이었던 이명박과 그당시 정부여당 현국민의힘당도 봐야한다.꼭봐라 정신나간인간들  민주정권에선 있을수없는일이며 민주주의국가에선 생겨선안되는일이다.  ,10
닥터 스트레인지: 대혼돈의 멀티버스,마블을 모두 보고 캐릭터를 다 알고완다비전까지 보면 핵꿀잼그런게 아니고 그냥 본다면 이게 뭐지?전 다보고 봐서 진짜 역대급으로 재미있었습니다.지루 할 틈이 없었네요,10
애덤 프로젝트,신파고 뭐고 전 그냥 보는 내내 행복했습니다,10
모짜르트의 한 방,아이들에게 꿈이 있으면 좋겠어요. 꿈을 향해 달려갈 때 조금은 힘들지만 기쁘게 감사함으로 뭐든 즐기며 달려가는 아이들이 되길 바래봅니다. 재밋게 봤어요. ,10
리틀 포레스트,10번 넘게 본 영화~볼때마다 힐링이되는 마음의 평안을 가져다주는 영화~,10
닥터 스트레인지: 대혼돈의 멀티버스,베니와 리지가 연기력으로 멱살잡고 해냄,10
영희,Ost가 좋았어요 독립영화라 부족한 점이 많지만 나름 잼났습니다,10
닥터 스트레인지: 대혼돈의 멀티버스,시간간줄 모르고 즐겼어요감독님 최고,10
닥터 스트레인지: 대혼돈의 멀티버스,완다 그곳에선 행복해..,10
닥터 스트레인지: 대혼돈의 멀티버스,무척 재미있었음...공포연출도 상당히 인상깊었고...주위사람들이 개연성도 부족하고...완다를 제외한 모든영웅들이 원작보다 상당히..약..한 모습으로 등장했지만...걍 그 616 838 숫자붙이는 수많은 유니버스들 중에서 그 일루미나티가 등장했던 유니버스가..젤 약한 놈들이라고 생각할게,10
닥터 스트레인지: 대혼돈의 멀티버스,"오랜만에 극장에서 보는 영화, 재미있게 봤어요",10
어바웃 타임,특이한 스토리와 감동이 있는 영화입니다,10
후궁 : 제왕의 첩,관능적이고도 순수한.                                     영화내내 김동욱 눈빛이 너무 좋았다 ,10
신비한 동물들과 덤블도어의 비밀,재밌습니다.굿굿굿굿입니다,10
3.5교시,소재가 좋았고 OST랑 영상미가 좋았다.그리고 조아가 좋았다. ^^,10
세븐틴 파워 오브 러브 : 더 무비,새끼캐럿한테 평캐를 다짐하게 하는 그런 영화...,10
기억의 밤,연기도 좋고 스토리고 훌륭하네요,10
닥터 스트레인지: 대혼돈의 멀티버스,대혼돈의 세상에 맞아떨어지는~,10
어부바,배우들 연기가 아주 좋아요,10
갓파 쿠와 여름방학을,"쿠 만나서 즐거웠어 많이 슬프지만 그래도 믿음직한 기지무나가 잘 보살펴 줄 거라고 생각돼서 다행이야 건강하게 잘 지내 언젠가 꼭 다시 만날 수 있기를, 잊지 못할 거야 고마워 쿠",10
스파이더맨: 노 웨이 홈,가혹해도 이겨내는게 영웅,10
날씨의 아이,너무 재미있고 감동이다,10
공수도,신선하고 아주 재밌었어요.여주인공 매력있어요,10
닥터 스트레인지: 대혼돈의 멀티버스,완다는 삶은 늘 슬프다ㅜ,10
제보자,"한때 전국을 떠들석하게 만들었던 황우석박사 줄기세포사건의 실화기반으로 재구성되어 시대적인 요소를 담은 영화 제보자.국민들이 무서운 신념을 가지면, 결국 믿고싶은것만 보고, 군중심리에 눈귀 가리고 이기적으로 살아가는 개돼지에 불과하다. 라는 생각을 항상 깨닫게 해주는 영화다. 의혹과 진실은 묵인하면서 쓸대없는 본인들의 편향된 신념 따위로 세상을 믿고 살아가는 촛불을든 대중들에게 향하는 PD의 ‘처음으로 갑자기 저 사람들이 무서워지려고한다’ 대사가 참 많은 생각을 해보게된다. 시대가 흘러가고있어도 군중심리로 묵인하는 자 보다 진실의 목소리를 내야하는 사람들이 세상에 존재하는것이 언제나 필요하고 중요하다고 본다.",10
"나는 내일, 어제의 너와 만난다",다시봐도 감동이다.5년후에 다시 봐야지...,10
닥터 스트레인지: 대혼돈의 멀티버스,재밌게 잘봤어요!갑툭튀땜에 조금 놀라긴했습니다.베네딕트 잘생겼어요..ㅎ,10
컴 아웃 파이팅,채닝테이텀 얼굴 만점ㅠㅜ,10
그것만이 내 세상,코믹도 있고 감동도 있는게 내 스타일이다. 피아노와 이병헌의 연기가 아주 돋보이는 영화 여운이 깊다,10
데드캠핑 더라이브,머 흥행보장 유명배우 출연도 없고  메머드 제작사도 아니기에 크게 기대하지 않았는데..  주제의식  명확하고 직선적인 스토리 라인. 군더더기 없는 깔끔한 연출. 걸그룹 출신이란 의심을 무색하고 미안하게 만든 남지현을 비롯 출연한 다른 배우들 연기 모두 좋았다. 시간 때우기가 아닌 훨씬 그 이상의 작품. 마초에 물들어 여성비하가 일상인 일베나 국짐당 추종자들은 내용이 불편할 수 있다 ,10
닥터 스트레인지: 대혼돈의 멀티버스,재밌었어용! 큰 영화관에서 보는거 추천,10
코렐라인: 비밀의 문,최고의 애니메이션 영화다,10
태양의 노래,인생 첫사랑 영화 몇 번을 다시 봐도 감동,10
오직 그대만,내 마누라가 정화라서 더 감동적인 영화,10
크림슨 타이드,잠수함에서 핵쏠라면 수면 위로 올라와야지 않나요? 아래에서 쏠 수 있나요? 원칙은 늘 정의와 선을 위한 도구라서 누구도 자신의 이기적인 목적을 위해 사용되어질 수 없다는 개념과 그럼에도 정의가 지켜지려면 희생과 용기라는 대가가 치뤄질 수 밖에 없는 세렝게티의 현실속에서 영웅은 그 희생과 용기를 치른다는 사실에 대해 늘 20세기 미국영화에서 줄기차게 외쳐댔었는데 요즘 영화에선 영웅의 가치가 소시오패스로 변질됐다.,10
닥터 스트레인지: 대혼돈의 멀티버스,매우 환상적인 마블 유니버스! 샘 레이미는 역시 내 취향저격!,10
연애 빠진 로맨스,손석구팬이라면 10점 아니라도 로코를 좋아하면 7점이상,10
이프 온리,"19살 기록//인생에서 어찌할 수 없는 것은 투정부리지 않고 겸허히 그냥 받아들이기. 최선을 다했으면 된거야. 모든 일이든 진심을 다하기. 그냥 그 사람을 사랑한다는 사실을 항상 자각하기.  떠난 사람에 대해 충분히 슬퍼하고 눈물을 닦고 떨쳐내기.  헤어진,떠난 사람으로 나를 망치지 말 것 그들도 원하지 않을것이다. 내 인생은 내가 원인이고 경영자다.시간이 약이다. 항상 최선을 다해 재밌게 사는 것을 항상 마음 속에 깊이 새기기 후회없게 ",10
닥터 스트레인지: 대혼돈의 멀티버스,재밌다그냥재밌다그냥,10
세븐틴 파워 오브 러브 : 더 무비,최고의 영화,10
뜨거운 피,배우들 연기와 좋았습니다,10
야차,평점이 이렇게나 낮은건 노이해나름 킬링타임용으로 재밌게봄,10
연애 빠진 로맨스,해방일지보고 손석구 배우님거 찾아서 정주행하고 있는데~~이 영화 너무 재밌네요~보면서 설레고 긴장되고시간이 후다닥 지나갔어요~푹 빠져서 봤습니당!!정말 매력적인 두 배우님의 열연 어쩔!꼭 보세요~두번보세요~손석구 배우님~목소리 너므 조아효♡해방일지는 웃는모습이 없는데여기에선 활짝 예쁘게 웃으셔서 새로운 모습을봐서 좋았습니당~~,10
닥터 스트레인지: 대혼돈의 멀티버스,12345678910,10
아저씨,진짜 명작.. 마지막은 볼때마다 눈물나오네요ㅠㅠㅠ..,10
향수 - 어느 살인자의 이야기,ㄷㄷㄷ 몇번을 봐도 완벽합니다,10
아저씨,와 진짜 봐도봐도 명작이다,10
82년생 김지영,모두의 이야기.보며 울었다,10
자산어보,오랜만에 정말 재미있게 봤습니다,10
오직 그대만,오랜만에 마음이 밝아지는 영화였어요,10
야차,조나 잼나네 글로벌 쓰레기 쪽본의 뒷통수는 언제나 달달하다 평점보니 아직도 친일 쓰레기들이 많구나 ,10
암살,정말 감명깊게봤습니다,10
어바웃 타임,"연출이며, 배우들의 연기, 영상미까지 인생영화 갱신했네요.. 이런 영화를 볼 수 있다는 것에 감사하며 오늘도 아름다운 하루였습니다",10
스나이퍼 레거시,명작입니다 넷플 고화질 감상하세요,10
코다,와~ 오랜만에 제대로된 영화 나왔네요,10
어부바,전체관람가라 평일에 혼자 편하게 부담없이 관람가능하네요~~~ 간만에 찡~하게 눈물을 흘려서 담엔 부모님이랑 봐야겠습니다 ^^너무  자극적이지않아 좋네요^^,10
조폭 마누라 3,부담없이 즐길수 있는 영화,10
아저씨,언제봐도 진짜 최고네요 ,10
신세계,"내가 싸나이는 아니지만,,, 싸나이의 눈물을 흘림",10
범죄도시,크 확실히 사이다 영화임,10
엄마,친구 3명과 같이 봤는데 친구 2명과 나왔습니다 보러가자고 했던 놈 죽이고 나왔네요,10
엄마,진짜 이런 명적은  태어나서 처음봅니다 컨저링을 이어갈 2022년 촤고의 명작입니다 진짜 존나 무섭구여 꼭보새요 후회안함,10
우연과 상상,올해 본 영화중에 가장 잼있게 봄,10
더 포가튼 배틀,승자도 패자도 존재하지 않는 전쟁의 비참함을 심도있게 잘 그린 영화네요,10
푸른 호수,마지막 장면이 가장 크게 와닿네요 잘봤습니다.,10
닥터 스트레인지: 대혼돈의 멀티버스,차베즈 신봉선닮음ㅇㅇ,10
이터널스,평점이 왤케 낮은건지....너무 잼있게 봤어요,10
헌터 킬러,"최고였습니다. 두말 않겠어요. 실사 전쟁보는줄..잠수함이 이렇게 운영되는구나, 스포이기에 못쓰지만 마지막 통쾌한 순간은!! 좋은 영화 잘 보고 갑니다",10
유열의 음악앨범,비슷한 시대를 살아서 그런지실화 같아요..오랜만에 가슴 뛰는 영화를 봤네요..,10
닥터 스트레인지: 대혼돈의 멀티버스,너무 재미있게 봤음. 마블 영화중에서 수작,10
해피 투게더,여운이 미치게 남는 최고의 영화.. 이렇게 영화 장면 하나하나가 잔상에 오래 남는 영화는 처음이다 그리고 영화 장면마다 깔리는 노래들이 어쩜 이렇게 영화랑 잘어울리는지.. 장국영과 양조위의 명품 연기.. 진짜 최고 그리고 이렇게라도 장국영의 연기와 모습을 볼 수 있어서 영광입니다 ,10
안테벨룸,대박이네요.. 와~생각도 못했음,10
송 포 유,처음부터 끝까지 감동적인 영화                    *강추*,10
아포칼립토,어떤 영화인지 전혀 모른상태에서 있는그대로 봤습니다실화 다큐멘터리인지 영화인지 진심으로 헷갈렸습니다잔인한 장면은 많습니다이런 예술작품 볼 수있게 만들어 주셔서 감사합니다 ,10
배드 가이즈,"재밌어요 혼영하기도 좋고, 친구랑 가볍게 보기도 좋고, 자식분들이랑 같이 보기에도 좋고, 부모님이랑 가볍게 힐링할 용도로 봐도  좋을듯요 ㅎㅎ",10
아저씨,"티비에서 나오면 십중팔구 봅니다.. 근데 말입니다.. 장기 털린 소미엄마 시체는 그대로 보여주면서, 담배랑 욕설은 걸러낸다..? 이게 무슨 웃긴 검열이옄ㅋㅋㅋ",10
이웃사람,굉장히 잘 만든 작품인데 평점이 낮네요 8.5는 나와야 할 작품 같아요,10
아메리칸 패스토럴,"사상, 신념에 매몰되면 인간이 얼마나 무서워지는지?! 그런데도 계속 반복되는 비극의 역사가 슬프다. 광기의 원인은 어디에서 찾을 수 있을까? 복잡하고 복합적인 인간 군상이 만들어내는 처참함에서 희생자는 모두가 아닐까?! 가해자는 자신의 죄를 죽는 순간까지도 모를 것이다. ",10
닥터 스트레인지: 대혼돈의 멀티버스,좋아요♤간만에 재밌게봤어요,10
닥터 스트레인지: 대혼돈의 멀티버스,오늘 또 보구왔어요3번째예요~~^^,10
드라이브 마이 카,상실의 슬픔을 이겨나가는 과정을 섬세하고 서정적으로 너무나 잘 그려냈다. ,10
스펜서,영화 색감이 너무 이쁘고 크리스틴 스튜어트의 연기도 멋있었어요!!,10
먹고 기도하고 사랑하라,내 삶과 주체성에 대해 고민하던 순간 깨달음과 마음의 평온을 가져다준 영화 ,10
이웃집 토토로,옛날에봣던영화엄마가되고나서보니 눈물이납니다,10
접속,"사람 애간장 태우면서 흘러나오는 OST상처받은 사랑을, 만남의 설레임으로 풀어버리는 연출에 박수를.마지막 OST에 행복한 미소를 머금는다~",10
나를 만나는 길,최상의 간접경험____,10
악인전,끝짱!와우~!!꼭 보세요.,10
바람의 파이터,"지금보면, 조금 유치해 보이지만  당시에  영화본 급식들  최배달 따라하고 다녔음재미있겠 봤던기억이",10
아포칼립토,너무 잘 만들었네요 멜깁슨 휼륭합니다,10
투사부일체,이게 왜 5점이냐? 말이안돼는데,10
B컷,이걸 만점 준 사람들 다 나같은마음,10
데드캠핑 더라이브,꼭 보세요 인생 top3 명작입니다!,10
이웃사촌,정우 배우님 너무좋아합니다 영화도 감동적이고  나쁜피도 재밌게 봤고 최곱니다,10
닥터 스트레인지: 대혼돈의 멀티버스,완다..연기 너무 잘하고 다양한 멀티버스 영상미bb완다 행복하자,10
닥터 스트레인지: 대혼돈의 멀티버스,"진짜 제목하나 잘 지었음. 말 그대로 대혼돈이었는데,연출이라던지 스토리라든지 구성이 너무 좋았음! 꼭봐! 두 번봐!! ",10
신비한 동물들과 덤블도어의 비밀,진짜 감성있게 잘 봤어요 ^^해리포터에서 듣던 OST가 나온 순간 옛날 기분이 들어서무척이나 좋았고 도중에 웃기는 씬도 있어서 너무 재미있었어요~~제4편도 기대할께요*,10
닥터 스트레인지: 대혼돈의 멀티버스,"완다비전은 꼭 보고 보세요~! 호불호는 있겠지만, 색다른 느낌의 마블이라 굿굿",10
닥터 스트레인지: 대혼돈의 멀티버스,완다눈나 광기 연기 ㅆㅅㅌㅊ,10
그렘린,"내 기억의 첫 공포영화 ! 귀여운 모과이가 징그러운 괴물이 되다니, 놀라웠다.",10
하이힐,생각이 많아지고 여운이 오래가는 영화,10
동경 이야기,가족이야기는 70년전이나 지금이나,10
서울괴담,"생각보다 자연스러운 CG와 속도감, 몇몇 작품은 창의성/연기성이 뛰어남",10
O2,몰입도가 빨려 들어간다 전혀 지루하지 않고 거대하고 웅장했다,10
쿠스코? 쿠스코!,추억 가득.. 초딩때 영어학원에서 중간에 보여주다 말아서 20년동안 결말을 모르다가 2022년에 와이프랑 같이 봄...,10
닥터 스트레인지: 대혼돈의 멀티버스,역대급으로 재밋는듯 유치한부분도 있는데 공포영화 감독이였던만큼 스릴도 좋앗음 ㅋㅋ,10
닥터 스트레인지: 대혼돈의 멀티버스,완다가 멱살캐리함.. 일단 눈이 재미있었고..너무 재밌었음 다시 보고싶음,10
이미테이션 게임,컴퓨터공학자 인생 영화,10
쉰들러 리스트,죽기전에 꼭 봐야될 영화,10
경관의 피,"정말 수사물을 좋아하는데, 이런 영화가 평가를 잘 받아야 다음에 또 좋은 영화가 만들어질텐데...  안타깝다, 독전이나 경관의 피 같은 감각적인 느와르풍 수사물이 계속 나왔으면 좋겠다. 이 영화도 해외 어떤 사이트에서 언급됐었다고 하면 비밀의숲 때처럼 다들 우르르 몰려오겠지... 난 겁나 재밌게 봤는데 7점도 안되다니... 신세계, 범죄와의 전쟁이라면 아주 극찬들을 하면서, 아 이건 정말 뭔가 잘못됐다",10
스텔라,최고 옛생각이 많이 나네요,10
스파이더맨: 노 웨이 홈,그저 스파이더맨들을 한 영화에서 볼 수 있었다는거에 행복했습니다.,10
닥터 스트레인지: 대혼돈의 멀티버스,몇개빼고 볼만 했음,10
더 바디,재미있게 잘 봄 흥미진진합니다,10
닥터 스트레인지: 대혼돈의 멀티버스,좀비 스트레인지 망토 개간지,10
닥터 스트레인지: 대혼돈의 멀티버스,좀비 스트레인지 망토 개간지,10
7번방의 선물,애 없으면 못 느끼는 감동을 영화 보고 주변 아이들 보며 동화 할만큼 요즘 영화에서 못 느끼는 감동을 받았습니다 물론 배우자 분들 연기가 좋았겠지만 글쎄요 저는 만족했습니다 추천해드려서 본 분들 다 평이 좋았습니다 좋은 연기로 보는 이에게 감동 줄 수 있었기에 7번 방의 선물은 좋은 영화라고 생각합니다,10
세븐틴 파워 오브 러브 : 더 무비,진짜 세븐틴 공연 잘한다는 생각밖에 안드는.... 평캐 다짐,10
내안의 그놈,"박성웅과 진영, 두 배우 모두 연기 너무너무 장난 아닙니닿ㅎ",10
가버나움,자인이의 담담한 연기가 슬픔을 더 극대화한다... ,10
닥터 스트레인지: 대혼돈의 멀티버스,평점 낮게준것들은 그냥 개나소나임 이번영화는 마블빠 아닌것들 거르는 영화임 평점에 낚이지 말자,10
초속5센티미터,첫사랑을 하기도 전에 첫사랑이란 이런걸까 감정을 느끼게 해준 영화..고3 때 처음 보고 일주일 동안 후유증에서 벗어나질 못했었는데 10년이 넘게 지난 지금 다시 봐도 여전히 가슴 한 쪽이 먹먹함 남자들의 첫사랑을 정말 잘 표현한 영화인 듯 ,10
배드 가이즈,재밌고 인상깊었다.. .,10
닥터 스트레인지: 대혼돈의 멀티버스,전 완다비전 보고 나서 봐서 그런지 연결이 되서 너무 재밌었어요. 볼거리 많고 믿고 보는 닥터 스트레인지!,10
신세계,이게 왜 9점 밑이냐?? 별하나 준놈들은 중국애들인듯… 뭐하나 빠지는게 없는 영화임,10
닥터 스트레인지,2편보기전에 보라구해서 봄ㅎㅎ짱짱잼!! ,10
가장 보통의 연애,현실적이면서도 현실적이지 않은 연기..? 알 수 없는 감정선..? 재밌고 독특한 영화 ,10
킬러들의 수다,인생영화중 한편. 극 중 햄릿은 잊을 수 없는 장면,10
모노노케 히메,"산이랑 아시타카 외 뽀뽀 않헤.,?",10
닥터 스트레인지: 대혼돈의 멀티버스,두번째 쿠키 영상이 감격 스러웠습니다,10
달마야 놀자,지금 다시 봐도 지루하지않고 재밌다,10
저스트 프렌드,내가 좋아하는 예쁜 여배우들이 나와서 넘 좋았고 재밌었다..♡,10
로슈포르의 숙녀들,"&amp;lt;쉘부르의 우산&amp;gt;에 이은 또 하나의 끝내주는 뮤지컬. &amp;lt;쉘부르의 우산&amp;gt;의 사랑이 현실적이었다면, 여기선 지극히 낭만적이다. 자크 드미의 미장센은 명불허전.",10
달마야 놀자,말이 필요없음 최고..!,10
스파이더맨: 노 웨이 홈,피터 원 ! 피터 튜 ! 피터 쓰릐!,10
어부바,아이들이 귀엽게 나오고 주요 연기자분들은 역시 연기를 잘하십니다가볍게 보기 좋은 영화입니다 ㅎㅎ ,10
앤트맨,재미 짜임새 너무 좋았고 편안하게 웃으면서 즐길수 있는 영화였습니다. 앤트맨 진짜 매력적인 캐릭터 ㅋㅋㅋ,10
머니볼,말이 필요없는 명작 영화 실화바탕,10
극장판 주술회전 0,박감독님 연출이나 성우들 연기 대박!!!! 진짜 3번 보러갔는데 3번 다 꿀잼이었습니다.,10
데드캠핑 더라이브,"아주 매우 통쾌 합니다~!  원래 잔인한 걸 못보는데,  이건 뭔가 잔인한 느낌보단 통쾌하고 속이 시원합니다, 체증이 다 풀리네요, 이시영의 언니는 새발에 피 입니다,ㅎㅎ ",10
닥터 스트레인지: 대혼돈의 멀티버스,완다 개 멋잇다. 겁나 섹시하다!,10
예스 맨,현실성은 없지만 왠지 나에게 필요했던 영화 인것 같다,10
닥터 스트레인지: 대혼돈의 멀티버스,짱재밌는데 누가 재미없다고 한건지….,10
이상한 나라의 수학자,수포자에게 위로가 되는 영화. 파이송도 멋지다.,10
연애 빠진 로맨스,가벼움속에서 깊어지는 감정선이 좋았어요!배우들도 너무 좋아요!,10
미스 리틀 선샤인,약간 병맛같으면서 묘하게 빠져들고 마지막에 빅재미를 주는 영화. 보는내내 지루하지 않아요.,10
닥터 스트레인지: 대혼돈의 멀티버스,잼나게 봤어요~~3편도 기대기대해요,10
달마야 놀자,너무너무 재밌게 봤어요ㅎㅎ,10
아메리칸 지골로,ㅎㅎ 리첟.기어 넘 좋아요,10
달마야 놀자,정말웃김ㅋ 모든연기자들이 연기도 잘하고 특히 김수로 개웃김ㅋ 인도는 아니다!!!,10
닥터 스트레인지: 대혼돈의 멀티버스,이전 마블이랑 다르게 공포적인 요소가 있긴 한데 재밌었음 마블 호불호갈리는 건 어쩔 수 없는 것 같음 ,10
가버나움,어른들의 세상 이치와 아이의 세상 이치는 다르다. 그리고 영화가 끝나고나서는 아이가 보는 세상이 맞다는걸 가슴으로는 느낀다. 현실과는 별개로..,10
닥터 스트레인지: 대혼돈의 멀티버스,완다미친 연기떡밥의 연속 역시마블영상미까지미쳤네여7월토르 기대기대,10
레전드,여기 감독도 발페티쉬 있는듯 좋았음,10
닥터 스트레인지: 대혼돈의 멀티버스,진짜 ㅈㄴ 재밌고 마블은 믿고 봐도 된다,10
완득이,이런 해피앤딩 이런 마음 따뜻한 해피앤딩 영화 속 인물을 응원했다,10
스파이더맨: 노 웨이 홈,진짜 너무 재밌음인생 영화,10
설해,영화가 아니고 현실같아서 너무 슬펐어요 ㅜㅜ,10
